Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent
234.3,16.1,10.1,47.6,141.7,17.1,0.4,0.1,5.7
182.8,3.6,2.2,12.8,47.1,36.7,2.4,24.9,4.0
144.7,7.9,4.9,31.7,57.6,17.0,0.5,15.3,2.5
278.8,16.4,6.4,87.6,99.5,7.3,1.6,3.9,25.3
258.2,9.3,7.5,8.5,56.3,40.6,3.2,13.4,4.8
560.6,17.7,7.7,13.5,1032.5,87.0,7.6,13.3,13.5
671.0,27.9,9.8,93.7,392.4,69.0,3.5,6.8,35.2
1203.1,48.5,11.7,217.9,609.7,74.5,7.4,13.5,82.2
522.0,6.3,1.2,82.3,589.8,71.0,7.6,18.4,38.3
790.0,23.7,6.5,145.3,785.0,74.8,5.2,22.1,53.6
255.6,9.3,6.5,81.9,67.3,36.7,1.6,18.4,6.4
533.0,22.6,9.4,115.7,139.9,44.0,3.0,37.2,31.9
759.2,28.6,6.0,92.8,522.6,85.5,5.1,7.8,38.9
281.0,1.7,0.5,65.8,81.3,29.3,2.6,22.8,27.5
407.8,13.0,5.2,138.5,782.5,39.1,3.7,4.0,33.1
373.8,19.1,11.8,89.5,457.8,47.0,1.3,26.9,4.7
1017.9,46.4,11.2,217.9,849.3,77.4,9.9,32.8,76.6
228.0,7.7,2.2,47.8,264.6,22.9,4.2,5.7,18.7
277.5,14.2,7.1,0.0,54.6,39.9,5.3,26.8,3.6
623.4,4.4,1.4,70.1,249.8,105.3,3.9,0.4,37.2
528.7,8.9,1.6,75.5,147.0,82.1,8.2,29.3,32.2
409.4,20.8,11.8,41.2,161.1,52.7,3.6,37.6,3.7
268.9,3.3,0.7,75.5,138.2,32.9,1.0,31.8,25.6
568.1,24.4,8.7,79.6,255.8,52.8,5.5,33.3,30.4
333.5,14.3,9.8,87.5,131.1,39.6,2.6,20.6,6.8
293.4,6.0,1.8,90.1,407.3,39.9,3.3,11.1,17.7
450.4,3.1,0.7,51.3,68.7,77.6,4.2,14.6,27.2
256.3,8.8,5.9,32.0,339.4,34.4,1.6,16.9,3.5
241.7,6.2,3.8,15.3,360.6,45.5,4.4,27.6,2.8
359.4,17.6,11.3,86.2,378.0,45.9,2.2,26.6,4.4
479.2,7.6,2.8,0.0,7.5,94.8,3.9,6.6,7.8
279.1,17.4,4.5,46.4,62.0,15.3,2.0,11.4,16.2
379.6,13.7,6.7,101.3,420.2,31.9,2.1,5.5,30.9
392.6,14.8,8.3,108.6,404.3,53.1,1.4,15.2,10.8
282.6,11.2,1.9,71.3,409.2,42.0,0.7,25.1,4.1
149.6,5.1,1.6,75.9,5.7,24.6,3.6,17.9,3.1
245.3,3.7,0.5,0.0,390.7,45.7,1.9,1.6,6.5
323.2,19.6,3.6,61.6,500.1,12.7,0.5,3.6,22.0
367.9,17.3,6.6,18.8,284.9,52.4,1.3,25.4,6.1
10.1,0.0,0.0,0.0,0.4,2.7,0.0,2.0,0.0
632.2,40.8,8.6,137.5,528.8,9.1,2.2,4.1,52.5
490.8,19.8,7.7,84.3,1073.1,46.3,3.3,10.7,31.6
266.7,10.9,6.5,50.7,154.5,40.0,1.4,20.5,3.8
296.0,2.3,0.3,0.0,248.8,62.2,6.7,23.3,6.4
185.2,8.3,3.3,72.6,257.9,10.7,0.2,6.2,16.5
127.4,1.6,0.9,5.7,22.6,26.6,0.3,24.4,2.2
223.6,2.7,0.5,0.0,153.0,43.6,4.2,15.0,7.1
259.3,6.0,4.2,11.1,360.4,46.2,0.7,26.6,6.5
73.7,0.3,0.0,0.0,1.4,18.5,1.8,13.7,0.6
294.9,18.2,9.4,97.1,604.9,3.9,0.9,2.7,28.5
109.3,8.6,4.5,17.9,128.6,2.9,0.3,1.4,5.4
83.5,0.2,0.0,0.0,2.1,24.6,2.6,18.8,0.7
178.8,10.1,3.1,8.4,163.7,18.1,2.7,1.4,4.3
372.6,19.3,7.4,176.1,381.2,38.9,2.4,10.0,10.9
393.3,18.0,10.4,198.9,358.8,55.2,1.4,9.5,5.2
183.5,0.4,0.0,0.0,2.2,13.4,3.7,6.7,1.4
413.2,24.1,11.5,53.0,998.0,31.5,4.9,4.4,19.6
295.8,6.6,1.6,19.7,267.2,55.6,1.4,34.1,4.2
673.6,34.5,10.0,167.7,270.7,33.1,1.3,25.7,56.3
162.0,10.7,5.4,225.1,342.7,12.0,5.0,4.7,8.4
127.3,3.6,0.5,0.0,9.8,23.3,3.4,9.8,2.2
217.8,2.4,1.4,0.0,60.1,47.7,4.0,38.5,1.5
105.2,3.8,1.7,8.6,684.5,13.2,1.9,8.5,6.1
98.9,4.8,0.9,0.0,84.7,12.6,0.7,6.9,2.6
286.2,12.8,7.7,48.8,118.4,38.2,3.9,26.3,7.4
198.8,6.9,4.2,23.4,55.1,33.1,2.1,7.2,3.8
283.5,9.6,3.7,15.1,432.4,45.8,4.2,4.2,5.2
346.5,25.9,6.6,25.2,409.4,24.9,3.8,14.9,9.3
99.8,0.1,0.0,0.0,28.6,16.1,1.3,8.9,9.6
170.2,14.4,9.6,43.1,150.4,9.2,0.4,8.2,2.0
444.8,0.7,0.1,0.0,818.2,103.1,9.5,29.4,8.0
634.1,29.0,11.9,97.0,1713.6,59.1,4.9,6.3,34.3
326.5,23.0,8.6,15.6,665.9,27.6,2.0,22.6,5.2
110.7,0.0,0.0,0.0,0.9,29.0,0.2,27.3,0.1
380.7,6.2,1.3,146.3,1088.2,30.4,0.3,27.6,49.8
125.1,3.1,1.6,6.0,86.2,22.5,1.1,14.6,2.2
162.8,2.6,1.4,8.5,43.9,34.2,3.3,16.7,3.0
452.7,31.5,8.5,77.1,537.9,16.9,3.8,7.7,25.6
300.8,7.6,3.1,76.0,192.8,31.9,0.3,30.9,26.6
180.6,1.7,0.5,68.4,758.1,11.5,2.4,4.2,29.6
327.9,7.6,3.3,54.4,1182.9,44.8,7.3,10.9,25.5
154.1,4.6,0.7,0.0,305.6,25.7,3.0,5.2,4.0
122.0,4.9,0.7,0.1,221.5,18.1,3.4,4.8,2.8
281.2,7.0,3.0,45.1,413.3,27.2,4.7,5.2,27.3
327.3,10.1,1.4,43.9,475.0,29.3,6.0,1.6,31.2
74.7,1.7,0.3,0.0,66.4,14.0,1.1,7.7,1.4
117.7,7.2,1.4,0.0,98.1,12.9,1.5,7.2,2.6
311.8,9.4,4.2,27.4,181.2,53.4,1.0,27.2,3.6
114.1,8.0,4.5,25.0,323.1,6.1,1.4,4.6,5.5
415.7,26.7,10.6,40.6,837.4,29.2,6.3,12.5,18.7
191.3,10.0,6.0,62.5,159.2,24.8,1.1,18.9,2.4
159.8,7.6,0.7,0.0,12.4,24.2,4.7,7.0,2.9
306.7,14.1,3.8,154.8,526.0,14.1,2.3,5.0,30.5
134.4,6.4,3.9,32.9,97.6,18.1,0.6,10.5,1.8
163.6,4.0,1.0,108.8,83.6,5.8,0.6,1.3,24.8
352.5,22.4,12.9,96.3,171.7,34.7,0.1,32.5,4.6
97.9,0.4,0.1,0.0,7.0,24.8,2.6,16.6,1.0
833.1,23.4,4.6,7.2,685.4,98.3,9.2,5.0,25.3
149.1,8.4,5.1,20.7,115.1,17.4,0.2,11.3,1.6
308.5,11.7,6.8,42.4,215.4,47.5,1.1,30.9,4.0
157.1,9.3,2.5,38.6,368.1,5.4,0.2,4.7,12.8
443.5,14.7,6.0,96.9,1014.2,38.5,2.6,3.7,38.0
439.9,16.4,4.8,26.8,1104.4,56.2,8.7,9.3,18.5
98.7,8.4,4.8,19.7,106.0,1.5,0.3,0.8,4.6
409.6,9.3,3.3,177.1,410.8,37.4,1.3,0.3,40.9
335.6,7.4,1.0,0.0,1.4,60.2,1.7,12.7,6.5
227.3,13.1,3.2,0.0,109.9,24.0,0.8,0.1,3.2
120.7,7.1,1.0,0.0,148.9,13.9,5.0,4.3,3.2
195.1,6.0,0.8,0.0,50.1,34.8,3.6,21.3,3.5
730.7,26.3,10.6,102.1,1463.5,79.5,2.5,19.4,42.3
513.6,37.2,12.8,239.7,960.8,23.6,1.4,0.8,19.7
310.1,14.3,7.3,34.6,930.4,33.0,2.6,3.8,12.5
368.3,12.3,1.7,0.0,972.0,64.1,37.4,26.2,12.8
273.9,10.2,1.6,174.0,361.7,18.3,4.5,6.0,28.8
531.7,34.3,11.4,51.5,653.7,47.0,5.1,37.4,11.5
119.6,5.0,1.8,5.2,209.2,17.4,0.6,9.5,2.6
136.9,5.3,0.8,1.0,510.0,17.7,4.2,1.2,5.6
483.4,21.1,11.3,88.0,992.5,40.7,4.7,1.6,32.6
325.3,11.0,4.5,15.3,307.8,43.7,4.3,6.7,5.8
421.9,20.9,5.4,58.7,1820.2,34.2,0.9,6.0,24.0
73.3,3.4,1.6,0.2,22.7,11.2,0.5,7.5,0.6
142.6,0.2,0.1,0.0,6.3,9.4,0.1,9.0,0.1
80.9,0.1,0.0,0.0,1.4,11.4,0.1,11.2,0.6
62.1,4.8,0.7,0.0,200.1,4.9,1.5,3.2,1.1
36.3,0.1,0.0,0.0,26.4,9.4,0.1,7.4,0.1
49.1,0.0,0.0,0.0,0.4,2.0,0.0,1.8,0.0
73.9,0.0,0.0,0.0,591.0,7.1,0.0,0.0,11.8
334.8,13.3,4.6,124.0,982.4,9.9,2.7,6.7,43.5
23.6,1.6,0.2,0.0,74.2,2.5,0.6,1.1,0.4
290.1,19.7,6.4,76.5,54.2,1.0,0.2,0.0,25.7
111.5,8.1,3.5,221.4,128.5,0.5,0.0,0.4,8.6
231.9,5.6,1.2,2.8,57.3,41.6,7.9,4.4,6.2
281.4,4.9,1.6,5.1,187.4,46.4,4.3,4.7,14.8
123.0,7.8,4.9,20.3,56.5,12.4,0.3,4.4,1.2
444.2,28.4,11.4,100.5,713.0,30.7,2.1,3.4,15.7
176.4,5.9,1.1,75.5,347.0,3.2,0.3,0.5,26.4
246.3,6.8,1.4,20.8,274.0,42.6,1.6,22.4,4.0
511.3,8.2,4.5,38.5,917.5,89.8,3.1,8.3,12.3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113.2,12.8,3.2,0.0,0.0,0.0,0.0,0.0,0.0
383.5,19.6,9.9,56.5,1106.5,35.1,6.2,21.2,19.0
188.9,7.7,2.8,30.8,310.3,20.2,3.5,7.2,12.4
137.5,2.0,0.3,0.0,51.9,27.8,3.8,14.8,5.2
592.8,11.7,3.0,93.2,987.6,81.0,6.2,8.8,40.0
217.7,9.9,1.7,68.4,563.4,3.6,0.3,2.5,27.4
662.9,25.4,10.1,36.0,110.5,89.3,4.6,5.1,19.7
427.7,11.1,2.0,156.5,272.5,17.4,3.9,8.7,63.8
277.8,4.1,1.2,58.7,312.3,38.6,1.1,0.9,19.3
187.7,4.0,1.6,8.0,31.9,34.8,6.3,17.1,7.1
260.4,5.3,2.9,15.9,61.1,51.0,5.5,37.3,7.4
66.3,5.1,1.2,93.2,48.2,1.9,1.2,0.5,3.5
153.1,4.9,2.8,15.9,57.8,22.9,2.5,12.9,6.6
418.9,13.0,6.1,51.7,894.8,55.6,8.4,6.1,21.8
321.9,12.7,5.8,98.4,370.0,16.7,0.6,3.6,33.5
128.3,1.4,0.4,65.8,74.1,1.1,0.1,0.2,26.3
298.2,11.2,5.3,30.0,1985.6,24.7,6.2,5.7,27.1
132.3,5.9,2.2,150.9,859.9,3.4,0.2,0.2,15.9
233.8,2.3,0.5,0.0,464.8,37.8,10.7,5.0,13.4
460.9,9.2,3.0,102.7,183.8,77.0,3.1,4.7,15.9
114.9,1.3,0.2,0.0,1714.9,25.5,3.4,17.9,4.2
317.0,0.3,0.0,0.0,3.6,20.4,0.3,16.1,0.9
257.1,9.0,2.3,15.7,1265.0,34.9,6.9,8.1,11.2
225.1,16.0,3.0,0.0,168.1,15.3,1.8,8.8,9.1
150.2,2.1,1.8,1.8,55.1,29.9,0.1,18.9,3.5
246.4,4.7,1.9,52.9,64.5,42.9,2.0,2.5,8.3
130.2,0.4,0.1,0.0,438.3,25.9,0.8,0.1,2.1
408.9,18.0,8.0,85.7,674.1,36.3,4.0,5.4,25.3
106.5,7.3,3.8,15.2,85.0,9.3,0.5,2.2,1.2
272.6,13.4,5.3,26.3,274.9,34.7,2.6,16.2,6.0
96.4,6.8,3.4,13.6,61.4,8.0,0.4,1.7,1.2
82.3,1.0,0.4,1.7,122.8,15.6,0.6,0.7,2.4
325.3,17.9,4.0,73.1,623.1,14.9,1.6,7.9,25.1
351.6,14.8,2.0,0.2,252.7,45.2,11.7,8.5,13.4
317.5,19.7,10.5,45.8,179.2,28.9,6.5,7.7,9.2
271.7,5.1,0.6,0.0,808.8,47.3,3.8,3.1,9.1
106.2,3.1,1.0,0.0,27.9,18.8,1.1,10.8,1.8
149.4,3.3,1.1,3.4,141.0,26.0,2.3,2.1,4.4
232.5,0.6,0.1,0.0,375.7,44.7,15.1,14.3,13.0
615.6,32.6,10.8,74.8,1467.1,53.2,13.1,14.5,31.1
117.8,9.7,4.0,15.2,82.2,7.0,2.4,3.0,2.2
166.4,14.1,4.2,17.4,284.7,8.8,0.1,2.5,2.0
251.2,12.6,4.3,19.7,775.1,25.4,3.6,2.5,9.5
100.9,2.5,0.4,1.4,49.4,18.1,1.6,1.1,2.1
293.9,5.9,2.5,87.5,156.6,13.5,0.2,12.1,44.9
400.1,25.3,10.4,102.5,1315.7,15.6,1.1,5.2,27.3
62.3,2.5,0.9,4.5,153.8,6.0,3.6,0.8,5.0
203.4,3.8,0.6,0.5,395.6,38.1,3.2,7.7,5.8
344.2,17.6,7.6,38.4,282.1,44.7,1.6,30.1,4.5
272.8,5.4,3.0,18.2,478.5,30.8,4.2,3.1,12.5
318.3,4.5,0.6,0.0,640.6,59.0,8.1,5.1,11.6
203.4,6.8,3.6,13.6,545.9,27.1,1.2,2.1,8.0
277.7,8.1,3.9,66.8,412.9,41.6,1.0,32.2,10.6
327.4,5.7,1.2,72.6,413.8,39.1,0.7,6.7,27.9
151.7,1.3,0.2,0.0,13.9,31.1,4.1,3.0,3.6
433.3,11.4,2.3,72.6,795.3,51.8,4.1,5.6,31.1
343.5,5.0,1.5,73.7,348.4,47.8,3.8,18.1,26.7
61.1,1.4,0.4,1.2,47.4,11.1,0.2,6.7,1.1
106.4,7.3,1.9,188.6,456.0,1.3,0.1,0.7,8.2
168.7,5.5,0.8,5.2,176.0,25.1,1.4,2.0,4.3
0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
203.9,7.3,1.4,14.7,550.9,29.6,3.3,2.8,5.2
103.1,3.4,0.5,142.9,933.7,1.8,0.1,0.2,15.5
43.4,0.3,0.1,0.0,173.4,9.6,5.0,2.9,1.9
137.3,5.1,1.1,38.3,689.2,1.3,0.3,0.6,20.3
215.9,6.0,1.1,65.8,516.6,8.3,0.7,3.2,27.7
181.1,10.4,4.1,19.4,195.3,15.4,4.2,1.8,7.1
375.5,3.1,0.8,52.5,411.7,62.2,2.2,3.2,22.5
345.0,13.9,1.9,0.0,61.9,50.3,8.2,7.6,7.7
207.6,9.7,6.0,32.0,297.3,24.4,0.3,8.5,5.8
60.9,2.3,1.3,5.1,377.3,9.3,3.2,3.2,2.2
368.9,3.8,0.7,0.0,19.4,79.3,7.7,32.9,8.4
268.7,9.3,2.6,64.8,137.3,23.3,2.1,3.9,23.4
132.4,5.1,1.5,5.1,41.9,10.7,1.4,7.0,2.0
464.7,29.8,10.5,137.9,1115.9,26.8,5.1,5.6,24.4
204.6,2.4,1.4,5.8,252.7,40.8,6.4,4.7,6.2
162.1,11.8,6.8,25.5,393.0,10.1,0.7,0.8,4.3
184.4,7.5,4.6,27.0,142.5,27.3,0.8,13.6,2.4
346.6,10.7,3.0,83.3,756.2,25.9,1.0,4.1,34.7
215.3,16.5,4.2,287.6,342.5,5.9,0.4,2.4,10.5
105.5,3.7,2.0,0.0,61.1,17.6,0.2,10.7,1.1
279.0,11.9,7.3,30.5,159.2,42.6,2.4,29.1,2.3
390.4,18.2,6.0,137.3,727.1,12.6,1.5,10.4,42.4
27.4,1.2,0.2,0.0,49.5,4.7,2.0,0.9,1.1
335.2,6.0,1.3,0.0,379.3,64.6,8.2,2.9,7.5
438.6,22.5,12.9,63.2,785.5,45.6,4.2,2.9,15.4
341.0,13.5,5.1,73.7,630.5,25.9,2.1,4.3,27.8
77.6,3.4,0.5,0.0,203.6,9.7,2.3,0.1,2.8
61.6,3.4,1.5,8.8,59.7,7.2,0.1,4.2,0.6
259.4,3.7,0.9,28.4,309.6,51.4,2.3,23.7,5.4
244.5,15.9,3.1,0.0,442.1,24.2,1.1,14.7,5.3
264.6,6.6,2.2,7.6,310.9,44.5,2.3,4.0,6.5
320.5,7.8,2.2,85.6,887.5,37.9,5.0,6.5,24.6
318.8,31.9,4.4,0.0,63.1,7.4,1.4,2.7,4.0
681.2,41.8,8.7,124.0,349.9,28.9,2.2,4.0,46.7
429.2,12.5,3.7,83.4,325.8,72.0,0.9,32.5,8.8
271.5,3.7,0.6,93.5,810.7,35.6,4.5,11.4,24.2
224.8,16.6,10.1,42.1,526.7,13.8,0.6,2.1,5.5
273.4,12.5,2.2,0.0,600.8,34.2,8.2,9.3,10.3
103.5,0.9,0.3,31.0,405.6,20.6,2.4,0.9,3.5
68.9,1.7,1.0,6.0,10.4,5.8,0.0,5.7,0.3
150.3,14.4,1.9,0.0,313.6,3.8,1.2,0.2,2.8
165.2,9.4,5.8,24.4,81.4,18.7,0.5,5.7,1.9
233.4,16.2,2.1,0.0,186.7,17.4,5.1,2.7,6.3
317.8,8.2,2.7,95.3,355.8,22.8,0.7,1.1,34.4
96.5,4.0,0.6,0.0,58.5,13.2,5.0,3.2,5.5
207.3,5.7,0.8,0.0,362.7,35.8,5.5,2.6,3.8
405.6,7.6,1.9,76.0,984.5,64.7,7.8,9.3,21.1
169.9,2.4,0.9,49.6,693.5,29.5,1.7,6.0,7.6
423.6,23.4,11.9,125.1,522.3,48.1,2.2,26.2,6.9
233.7,16.7,2.3,28.8,367.4,7.2,1.2,2.0,14.4
203.2,10.7,3.0,72.6,369.2,1.7,0.5,0.5,24.0
458.8,25.4,11.0,100.1,767.5,23.6,1.4,3.6,31.9
50.2,2.5,0.3,0.0,66.3,6.3,1.9,0.3,1.3
272.9,14.6,6.5,36.6,164.9,33.7,2.2,20.5,5.8
476.9,18.4,6.7,78.0,629.6,48.5,4.7,1.1,30.4
46.7,2.5,0.4,0.0,0.8,6.0,2.5,1.2,1.5
136.6,9.3,5.0,142.6,282.1,2.0,0.1,0.9,10.9
401.4,29.1,12.6,107.6,626.2,4.2,1.0,2.1,30.4
97.9,4.2,0.8,0.0,959.6,7.2,1.0,1.2,8.0
45.8,0.5,0.1,0.0,15.4,10.2,0.3,0.1,1.4
562.2,35.9,12.7,58.0,477.9,37.9,4.3,2.6,23.6
457.4,14.4,5.3,65.8,934.8,53.0,7.8,9.5,30.2
215.4,10.6,9.0,6.4,227.8,27.8,0.1,22.7,2.9
357.1,12.2,3.9,74.9,369.7,30.7,1.6,1.4,29.2
232.4,8.8,2.7,76.6,444.2,4.9,0.5,0.7,31.5
233.6,10.9,3.0,46.4,68.2,33.2,2.0,18.5,2.9
331.2,15.8,7.8,186.9,787.5,26.9,2.4,5.0,20.8
333.2,20.6,9.3,265.7,413.4,14.5,1.1,1.8,21.6
238.4,9.8,3.7,0.0,26.9,40.1,5.0,30.6,2.6
178.9,8.6,4.2,14.1,557.5,21.3,1.6,1.7,4.6
249.4,13.4,3.9,92.8,92.5,0.0,0.0,0.0,30.2
225.3,15.7,8.6,20.2,105.4,20.2,1.1,13.2,2.6
158.2,8.5,4.2,16.4,61.9,19.8,1.0,14.2,2.7
175.3,4.4,2.2,76.1,97.6,5.1,0.9,3.2,27.7
201.4,5.3,1.8,98.3,919.3,3.8,0.1,1.8,32.5
328.0,17.4,6.2,38.0,210.3,40.4,0.7,21.7,3.1
474.9,27.2,9.3,120.5,1440.1,33.3,3.8,9.7,23.9
132.6,7.1,1.4,0.0,1710.5,15.7,3.4,7.0,3.7
722.2,29.9,11.6,143.0,582.1,58.6,7.6,4.3,52.8
309.1,8.9,3.9,84.0,905.1,23.6,2.0,1.0,33.4
345.4,13.9,4.7,25.9,1249.7,32.2,13.6,5.5,22.8
425.9,17.7,5.7,100.8,833.1,37.3,3.0,5.8,28.9
238.4,2.7,1.5,9.0,462.5,35.3,2.2,20.1,18.0
46.8,1.5,0.9,3.6,33.9,7.5,2.9,3.5,2.4
386.6,1.2,0.3,0.6,45.4,69.4,17.1,1.3,26.9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73.7,0.3,0.1,0.0,189.4,14.3,4.9,3.5,4.6
356.6,15.2,7.5,60.2,1142.7,32.4,5.4,3.8,23.0
160.5,1.6,0.4,15.9,170.3,32.7,2.4,12.0,4.9
65.8,6.8,0.9,0.0,12.7,1.3,0.5,0.2,0.5
145.9,4.0,1.0,1.5,743.0,24.6,2.0,0.2,3.0
472.8,0.0,0.0,0.0,4.8,0.7,0.0,0.2,0.0
192.9,7.0,2.7,86.5,453.0,1.2,0.5,0.3,29.7
335.1,18.5,5.0,200.7,564.4,29.3,1.2,3.3,12.1
176.2,11.9,5.1,24.4,176.3,13.5,6.2,5.2,7.0
407.1,21.4,12.1,125.3,521.3,16.5,0.9,1.4,33.5
448.4,19.3,5.4,14.4,358.6,56.5,7.0,2.7,14.0
280.7,10.9,4.1,28.5,139.5,44.1,0.8,34.1,2.5
101.6,0.5,0.3,2.5,100.2,19.4,0.0,12.6,5.0
158.9,0.0,0.0,0.0,0.7,5.9,0.0,5.9,0.0
327.5,25.5,7.4,127.0,626.0,13.8,3.0,7.1,10.3
360.6,14.7,5.3,112.3,747.9,16.8,5.2,0.4,41.7
645.8,14.7,6.4,60.4,251.5,91.9,4.4,3.4,34.5
6.5,0.4,0.1,15.5,5.9,0.1,0.0,0.1,0.5
254.8,9.2,1.5,0.0,1199.8,38.5,4.4,4.4,6.8
338.1,16.2,4.5,63.9,328.2,45.6,1.1,29.5,3.7
353.2,16.8,10.5,44.9,389.0,48.9,1.7,29.9,3.6
399.2,13.7,2.1,57.0,787.4,41.7,2.3,4.8,26.5
273.9,14.9,7.1,30.4,555.5,27.4,3.1,7.5,8.3
237.0,21.1,4.2,10.2,50.0,11.8,1.4,9.4,3.1
226.0,8.9,5.5,22.9,75.1,38.8,5.7,11.3,3.0
815.0,21.6,8.4,198.8,942.0,79.5,8.6,4.4,76.1
315.4,8.6,1.4,157.0,494.9,13.3,2.6,5.5,44.8
237.6,0.0,0.0,0.0,1.3,3.4,0.0,3.2,0.0
316.2,5.3,0.8,0.0,452.7,60.2,12.0,9.3,12.8
171.8,0.2,0.0,0.0,11.8,23.8,1.9,17.2,0.8
170.8,9.4,3.5,67.1,394.3,2.0,0.3,1.2,19.8
264.4,4.5,2.5,10.2,38.0,39.7,19.6,1.6,16.7
362.3,16.8,8.7,141.3,313.1,10.2,2.8,1.4,43.1
184.2,7.7,1.1,27.2,513.9,12.4,2.1,2.6,16.3
352.3,8.5,3.0,11.0,361.0,55.1,11.8,6.8,15.9
247.6,26.2,5.4,15.2,197.6,4.2,2.7,1.2,2.7
462.8,46.5,5.6,0.0,50.0,10.4,5.3,3.5,6.3
126.7,4.0,0.3,0.1,79.1,22.4,2.7,10.7,2.4
154.3,10.6,9.3,0.0,31.8,15.3,1.7,12.6,1.9
511.9,36.0,5.3,3.8,459.1,46.0,14.7,4.4,8.0
120.8,6.9,1.0,0.0,37.5,14.0,2.1,2.8,1.4
335.0,15.6,5.6,102.8,557.8,14.2,0.4,12.2,33.2
43.6,0.2,0.1,0.0,44.2,11.0,4.9,3.5,3.3
643.2,33.0,11.3,64.7,1758.7,58.2,3.8,4.8,27.7
472.5,22.9,8.9,113.9,922.8,24.5,0.8,2.8,40.2
253.4,15.7,2.2,0.0,131.5,29.9,5.1,18.6,2.5
168.1,0.2,0.0,0.0,3.6,24.4,0.0,21.4,0.0
325.0,15.4,2.5,48.9,306.6,41.9,2.6,23.3,6.2
630.6,29.6,11.0,123.8,439.6,64.7,1.1,35.9,28.9
192.7,18.8,11.2,139.0,16.4,5.1,0.1,2.5,2.0
246.5,15.5,4.9,74.0,398.0,4.7,0.1,0.6,21.0
291.6,14.7,2.7,3.8,531.9,33.3,2.8,5.0,8.6
340.1,13.9,4.0,95.0,286.9,21.2,1.4,18.7,31.4
213.4,7.3,3.9,80.4,755.9,11.8,7.2,3.2,28.2
377.3,27.8,3.7,0.1,842.5,28.6,1.7,2.0,4.0
54.0,0.1,0.0,0.2,76.3,13.5,0.2,0.0,0.6
623.8,36.4,5.1,0.0,414.6,68.8,10.3,5.1,7.4
138.7,8.3,3.6,28.3,424.6,3.2,0.7,1.5,12.6
542.2,30.9,9.2,94.2,252.4,37.1,6.3,1.9,22.5
548.7,29.7,12.8,135.0,987.5,42.4,1.4,9.8,27.1
143.5,9.9,6.1,31.7,35.3,3.7,0.0,0.1,2.5
100.6,7.6,4.8,27.2,705.5,4.0,1.2,2.4,4.9
194.2,16.7,3.6,11.0,793.0,4.5,1.1,0.7,8.7
114.9,7.0,1.6,8.6,210.8,9.6,1.9,1.9,4.9
145.9,5.8,0.8,0.0,676.4,9.5,1.0,4.7,14.2
62.0,1.8,1.0,3.8,13.9,11.6,2.4,0.9,2.0
236.6,7.3,0.7,17.6,189.3,40.4,2.8,23.4,4.2
465.9,20.0,8.9,87.2,1043.1,38.8,2.3,3.3,30.8
304.5,14.1,2.8,52.7,634.1,22.4,2.5,4.9,21.6
256.8,11.1,4.2,88.5,299.7,9.7,1.7,3.6,28.6
109.4,6.1,0.9,0.0,40.8,13.5,3.3,6.8,1.5
241.2,10.9,3.5,12.3,185.8,35.2,0.7,17.0,2.2
221.1,6.3,0.9,0.0,607.8,35.3,6.3,0.4,7.3
151.3,8.8,2.8,0.1,124.5,14.9,0.4,7.3,3.0
143.0,3.1,1.9,7.6,22.6,31.0,3.5,25.3,0.5
203.3,12.7,3.6,12.8,312.5,16.8,0.8,1.7,5.7
98.9,5.8,1.8,18.2,36.2,6.9,1.3,4.3,5.5
766.7,27.8,11.2,101.9,1645.0,79.2,9.7,7.0,48.2
369.4,13.6,4.2,95.2,791.2,32.3,1.6,6.8,28.0
260.9,7.0,2.7,55.2,534.3,26.2,2.3,5.1,23.4
355.4,11.7,9.9,0.0,326.5,60.5,1.1,38.7,4.7
258.3,10.0,1.6,176.9,393.1,13.6,3.4,5.3,27.2
381.6,18.2,6.5,47.0,903.7,35.4,3.9,4.7,21.1
95.5,0.8,0.2,23.4,138.0,19.2,0.9,4.5,3.0
428.4,16.8,3.9,68.0,788.1,37.2,4.1,5.2,31.9
5.0,0.0,0.0,0.0,410.0,0.5,0.1,0.1,0.8
278.1,12.8,5.1,19.5,101.6,25.6,1.7,14.8,17.2
469.1,24.1,3.6,87.5,311.7,21.9,1.3,2.4,37.3
259.1,13.3,5.2,89.5,692.0,17.1,5.1,7.7,19.4
245.8,15.9,8.5,41.7,254.3,23.7,1.1,10.3,2.9
150.7,8.1,1.7,0.0,80.3,17.8,1.2,12.2,4.1
126.7,1.1,0.1,0.4,486.2,25.3,4.2,3.5,6.0
221.0,14.2,8.5,43.3,425.1,15.1,1.3,0.5,8.9
26.0,0.0,0.0,0.0,4.2,6.6,0.2,5.9,0.0
370.6,18.3,6.8,74.9,344.9,26.5,4.1,5.8,24.4
284.6,20.2,11.9,157.0,120.9,22.2,1.5,14.3,4.4
275.5,3.0,0.5,3.9,565.0,55.1,7.2,6.3,9.0
308.9,9.9,4.0,34.9,244.3,53.1,0.3,39.0,2.5
193.2,12.7,6.4,231.3,183.7,9.8,4.8,4.7,12.7
193.4,6.2,1.3,18.4,238.2,31.9,1.9,15.4,3.8
